,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address
101804,1.0,3,0,2016-04-10 04:57:50,,Linden Street,['Exclusive'],low,40.6907,6853046,-73.9216,62826f3ae01f2ddc93b9cd28c659ab2b,['https://photos.renthop.com/2/6853046_17271edf61401898963f55c4645f53f3.jpg'],3100,36 Linden Street
101805,1.0,2,0,2016-04-11 13:16:09,"This convertible 2 apartment is spacious and offers high quality features. The incredibly bright unit features granite counter-tops, high ceilings, marble bathroom and numerous over-sized windows creating a light and airy space. Take advantage of building amenities which include a rooftop deck, business center, laundry room, valet service for dry cleaning and laundry, and a fully equipped fitness facility. In a great location with nearby restaurants and shops, and within a short walking distance of the subway.Call/text Kim for quick responses!",West St,"['Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building']",medium,40.704,6856621,-74.0078,d12f4c3b61d726c5b7f74ffda19ad9ce,"['https://photos.renthop.com/2/6856621_2c18feac69c56650e95b14732f0d5763.jpg', 'https://photos.renthop.com/2/6856621_0831d8857efb796b49f4f6940bc96a3c.jpg', 'https://photos.renthop.com/2/6856621_e9eadb7c76e996ba98c271ca9131508e.jpg', 'https://photos.renthop.com/2/6856621_ff1f7a2b69fcdd9b58706ec1d72104ef.jpg', 'https://photos.renthop.com/2/6856621_ddb1bef588f41149c20eb4fa4568e670.jpg', 'https://photos.renthop.com/2/6856621_c110c564c03c22223e3208930e74d487.jpg']",2750,West St
101807,1.0,1,ff042714a26de9f1ccc1d1a683767740,2016-04-05 16:38:27,        ,East 39th Street,"['Doorman', 'Elevator', 'Fitness Center', 'No Fee', 'Cats Allowed']",low,40.7489,6827302,-73.9765,708b1f9f431793bbd3bf602d08cb75aa,['https://photos.renthop.com/2/6827302_7e57fa7c41a449ae5e1a0a2e850eed5c.jpg'],3450,150 East 39th Street
101808,1.0,3,71450f00d46e576bfcc0cc5b18825284,2016-04-20 05:44:31,"Welcome to this beautiful spacious flex 3 apartment! The unit easily fits a queen size bed after flexed. This apt is renovated and has a warm home feel with open kitchen and finishes with spa-style marble bath. The unit is located on the 29th fl overlook the city, flooded with natural light. After flexing, unit has lots of extra living space which makes it perfect for sharing.<br /><br />This High-rise condominium building is beautiful, modern and has all amenities you need. Laundry, state of the art fitness center, AMAZING roof deck with views overlooking the Hudson Rivers and BK Bridge.<br /><br />This luxury bldg is located in the heart of FiDi; centered and close to all major subways (1,2,3,4,5,6,J,Z). Surrounded by endless shopping and dining options<br /><br />For viewing, please contact kagglemanager@renthop.com or call 501-606-3449<p><a  website_redacted ",Barclay St.,"['Doorman', 'Elevator', 'Loft', 'Pre-War', 'Terrace', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",low,40.7121,6901273,-74.0086,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6901273_ccc2ae67f5b9c55327fbdc47fa07d96f.jpg', 'https://photos.renthop.com/2/6901273_bd55dba8160c05a63ede4680915e3bc1.jpg', 'https://photos.renthop.com/2/6901273_3c1b3128d62a46c15f95d7e897959080.jpg', 'https://photos.renthop.com/2/6901273_50c9bfe14b65dbc94857963dc3e777d9.jpg', 'https://photos.renthop.com/2/6901273_2168a6b56ce0b770ecec7f29e851d2f1.jpg']",3800,10 Barclay St.
101809,1.0,1,e0e79a46abe4bcb218fe2cf8d534c326,2016-04-13 05:10:20,"++ MONSTER APT ++ PRIVATE OUTDOOR ++ SUN ROOM ++ X-LRG LVNGROOM ++ UWS ++ D/W ++ MUST SEE!!++ I HAVE ACCESS TO EVERY AVAILABLE LISTING INCLUDING EXCLUSIVE LISTINGS AT BOND NEW YORK PROPERTIES ++ IF THIS APARTMENT IS NOT WHAT YOU ARE LOOKING FOR, I HAVE THE MEANS TO FIND YOU THE RIGHT PLACE ++ E-MAIL, TEXT, OR CALL AT ANY TIME ++<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",W 92 Street,"['Dishwasher', 'Hardwood Floors']",low,40.791,6866671,-73.9716,1a4dd24b22749ffaa3398b1b1b61c9ff,"['https://photos.renthop.com/2/6866671_0adc5ac52445ca56e851fc8fcb54a314.jpg', 'https://photos.renthop.com/2/6866671_6c265bec0520d0c862d9d923a7dc287b.jpg', 'https://photos.renthop.com/2/6866671_94ba9ddf6f33ace13f81133bcb57ac2d.jpg', 'https://photos.renthop.com/2/6866671_73e8f6e0fbeaf0126ec431315488f76a.jpg', 'https://photos.renthop.com/2/6866671_5f4ccfae7f975da06ec599c0da4df5b3.jpg']",2950,154 W 92 Street
10181,1.0,3,ffdaa9f0a612b6fb9f52527a01ccf119,2016-06-14 12:57:53,"LOCATION: 170TH AND AUDUBONCall or Text Hakim to View: kagglemanager@renthop.com APARTMENT:-Queen and Full Sized Bedrooms-Hardwood Floors-Deep Closets-Large Living Room-Separate Kitchen-Light &amp; BrightTHE BUILDING:-Pets OK-Local Amenities: J Hood Wright Park, Supermarkets, Bars(Villaâ¬""s Lounge and Coogans are highlights), Restaurants(Empire Szechuan Tung Thong Thai and Marcha Cocina to name a few), Rite Aid, Close to Express A Train and Local 1 Train!!Call or Text Hakim to View: kagglemanager@renthop.com An Appointment Here:  website_redacted have access to EVERYTHING in the Bohemia inventory. So let's find you a great apartment, and along the way i'll show you anything from the perfect Boozy Brunch, to finding a show, to the perfect date night spot. Let's Explore!!",West 171st St.,"['prewar', 'Dogs Allowed', 'Cats Allowed', 'LOWRISE', 'SIMPLEX', 'HARDWOOD', 'No Fee']",high,40.8417,7158400,-73.9359,2d36cb7738bcb9b089c8d9b9fff44674,"['https://photos.renthop.com/2/7158400_143a3a9e83fe1a6a33c8006f37b415c7.jpg', 'https://photos.renthop.com/2/7158400_41a975f42388fab082f7e870a7d54fcc.jpg', 'https://photos.renthop.com/2/7158400_1132fbd9a97b695a22f601a2e7ff1175.jpg']",2195,500 West 171st St.
101812,3.0,3,29b949ddb15f5b570c7e993b2af95836,2016-04-02 05:46:06,"Manhattan's true showcase addresses for Upper East Side apartments. From the moment you enter the graciously appointed lobby you will experience a sophisticated metropolitan lifestyle that rivals the most expensive Upper East Side apartments.   Each of these meticulously designed and luxuriously appointed apartments features a gourmet kitchen with stainless steel appliances and Euro-style cabinetry, marble bathrooms and customized closet space.  Amenities offered at this stunning Manhattan apartment building include a children's playroom, entertainment lounge, swimming pool and squash court. To exclusively view this gorgeous apartment please contact Melinda on 787-834-6144 or Email kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",East 84th Street,"['Swimming Pool', 'Elevator', 'Fitness Center']",low,40.7754,6816207,-73.9502,7e77f82ffcd8bfadad6e14d1e1c13ab0,[],13490,400 East 84th Street
101813,1.0,0,cb14c4f807f23ecee1f7469b5159d2de,2016-04-06 16:41:21,"This luxurious studio is available immediately in the Financial District. This spacious apartment in includes high-end appliances, marble bath, hardwood floors, and large windows. The building offers a 24-hour doorman, roof-deck, fitness center, laundry in units, lounge, and club room. Call or email Mark Brent from Platinum Properties for more details or to schedule a showing!",Financial District- Wall St,"['Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building']",low,40.7055,6834707,-74.0102,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6834707_e4e498cc2bdf2a9efd854d1495d58560.jpg', 'https://photos.renthop.com/2/6834707_29820e74e03e31fa2d3a1752cbf43505.jpg', 'https://photos.renthop.com/2/6834707_eb0bc8a997ae279c402b7cebd4fce63d.jpg']",3500,95 Wall 
101814,1.0,2,6e01d34a60782126c24526cf72878117,2016-04-15 05:36:54,"**NOT A FLEX**TRUE 2BR 1BA**NEW LUX WATER FRONT BLDNG**CITY VIEWS**NO FEE**LUXURY WATERFRONT TRUE 2 BEDROOM 1BATH apartments with BALCONY/W CITY VIEWS, BEAUTIFUL HARDWOOD floors, S.S. full  kitchens, AMAZING floor-to-ceiling windows to allow abundant SUNLIGHT.<br /><br />The building has INCREDIBLE features including a full fitness center, laundry, doorman, elevator, 24 hour concierge, wifi, BEAUTIFUL landscaped terrace and gardens, tennis courts, beach volleyball courts, an indoor children's playroom and outdoor playground, an On-Site dog run and a resident lounge and On-Site parking garage.<br /><br />Long Island City is an AMAZING area to live in. The area is full of new restaurants, lively nightlife on Vernon Blvd, and the LIC Flea & Food. Right on the WATERFRONT and Gantry Plaza State Park, this area is the perfect city get-away to spend time in nature and outdoors. The availability of the 7 train just steps away makes it a convenient and quick 5min. travel to Midtown.<br /><br />FOR A EXCLUSIVE VIEWING CONTACT: ELI (646) 2093-664<p><a  website_redacted ",Center Blvd,"['Roof Deck', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Furnished', 'Garden/Patio', 'Terrace', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'New Construction', 'Dogs Allowed', 'Cats Allowed']",medium,40.7481,6878396,-73.9564,1fb46c4a72bcf764ac35fc23f394760d,"['https://photos.renthop.com/2/6878396_cad88f48b307b8f1012d6d033c758926.jpg', 'https://photos.renthop.com/2/6878396_61fdc8d5792f3f9e52ded13143f10b39.jpg', 'https://photos.renthop.com/2/6878396_2149a25e458794de4ffe682147035715.jpg', 'https://photos.renthop.com/2/6878396_15eaf687df683754848295ceb6273cef.jpg', 'https://photos.renthop.com/2/6878396_04f1f42179e460d2b37872c9435f1de9.jpg']",2865,4545 Center Blvd
101816,1.0,2,2d500e36a3f78e96e222b18df614eb60,2016-04-12 02:15:19,"Let's get you in to see this $2,000/mo, spacious, top-floor, recently renovated, 2 bedroom apt in Flatbush before it's gone! You'll enjoy the rental's hardwood floors, northern exposure, large windows, and views of the skyline. The LED lighting are a nice touch. The windows pour in tons of sunlight to light up the space even during a bleak day. In addition to the above, there's heat/hot included. The nearby laundromat is a big convenience. The kitchen was recently renovated and includes a kitchenette layout, ceaserstone countertops, a window, and tile floors. You'll find a gas oven, a full-sized refrigerator, a gas range, and high-end, stainless steel appliances. The bedroom has a window that opens, good storage, and hardwood floors. You should have no problem fitting a king sized bed in the spacious bedroom, but remember to bring a tape measure during the viewing. The bathroom was recently renovated and has marble finishes, a standard shower, and a standard tub.      This is a great opportunity to rent in a building that's loved by tenants, well maintained, and rarely available. The building features a front door buzzer, a great super, lighted and clean hallways, and security cameras. All of this is steps to Prospect Park, the 2,5,B,Q trains, shopping, laundry, dining and nightlife. Please contact me today. Let's make sure you're the first to visit this rental. THESE ARE NOT IMAGES OF THIS PARTICULAR UNIT. THEY ARE INDICATIVE OF THE LANDLORDS FINISHES.",227 Linden Blvd,['Newly renovated'],low,40.6531,6857537,-73.9504,a0769ccf824869f6a83635e46e027531,"['https://photos.renthop.com/2/6857537_170e5e7631cccdff3716072678950dcf.jpg', 'https://photos.renthop.com/2/6857537_47da782edec4d1f6d92bc95d6f304f39.jpg', 'https://photos.renthop.com/2/6857537_714ba5f1409849bd256ce3ee1ecdca59.jpg', 'https://photos.renthop.com/2/6857537_fba6841e1ea9d5501672d26bc7f36569.jpg']",2000,227 Linden Blvd
101822,1.0,1,0aa73a991116df7d282303bbeeac8a4a,2016-04-05 02:28:38,"Miron Properties Brooklyn is proud to present 251 Powers Street in Williamsburg, a brand new NO FEE building featuring UNIQUE loft and duplex style apartments! Here is a 1100 sqft 1 bedroom loft with a wall of windows, 15? ceilings and awesome open space. This loft style apartment is SUPER spacious and easily can be decorated with designated spaces for dining, entertaining and working from home!!! Chef?s style kitchen with lots of cabinet space, DISHWASHER and full size appliances. The bedroom fits a queen bed and your furniture. Excellent closet storage throughout the unit including a massive WIC. Large bathroom is fitted with a deep soaking tub. Central Air/Heat in every room! This one's a MUST SEE!! *Pets OK; net effective rent price shown on 24 month lease.<br /><br />The building is brand new and features a LAUNDRY ROOM with card operated Washers and Dryers and shared outdoor space. The shared BACKYARD space is beautifully landscaped providing you the perfect escape on those warm days!<br /><br />Live in Prime Williamsburg! Located on a beautiful and quiet tree-lined block 2.5 blocks to the subway and 5 mins to Cooper Park! This listing is super UNIQUE and will rent very QUICKLY!!!!<br /><br />Call, text or email Taylor to ask questions or to view this listing!<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",251 Powers Street,"['Loft', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'New Construction', 'Dogs Allowed', 'Cats Allowed']",low,40.7133,6823459,-73.94,198d2e96429920ff71cd06ddff323713,"['https://photos.renthop.com/2/6823459_4208d6127a31a6c112da116373844d88.jpg', 'https://photos.renthop.com/2/6823459_dde266ad12a6c704a60a9f57d3062d84.jpg', 'https://photos.renthop.com/2/6823459_3bf5b0390d29868d79ae4824a2e6bfec.jpg', 'https://photos.renthop.com/2/6823459_8eed3478a204b34df58fdad60756554c.jpg', 'https://photos.renthop.com/2/6823459_2d59499cb47b1c5fc2d654e133009c00.jpg', 'https://photos.renthop.com/2/6823459_39d485d43701f8f25d32ec36b569349f.jpg', 'https://photos.renthop.com/2/6823459_c8ec36bd5f42a561e28f3f88724709cd.jpg']",2970,251 Powers Street
101823,2.0,3,d0234abbc01a982d54e8d446acc03405,2016-04-29 06:29:04,"**LARGE DUPLEX STYLE **DOORMAN LUX BUILDING** 2BATH**LARGE convertible 3 BEDROOM with BRAND NEW KITCHEN BRAND NEW BATH. 2 PRIVATE BALCONY TERRACES ,KITCHEN IS STUNNING WITH BRAND NEW APPLIANCES AND DISH WASHER .<br /><br />THIS IS A MUST SEE LUX BUILDING, YOU WILL FALL IN LOVE WITH THE BUILDING AND HOW CENTRALLY LOCATED AREA IS WHERE YOU CAN NAVIGATE THE CITY WITH EASE.come see your new dream home<br /><br />24-hour doormanOn-site fitness center complimentary to tenantsLaundry room on every other floorClassic marble lobbyPre-wired for high speed internet connectionsLOW FEE<br /><br />For a private viewing or questions feel free to call, text or email Andre Savocchi:(718) kagglemanager@renthop.com WHAT YOU ARE LOOKING FOR? FEEL FREE TO CALL OR EMAIL WITH ANY QUESTIONS OR SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH(718) kagglemanager@renthop.com<p><a  website_redacted ",West 34th Street,"['Balcony', 'Doorman', 'Elevator', 'Multi-Level', 'Dishwasher', 'No Fee', 'Outdoor Space']",high,40.753,6943685,-73.9958,612a00076aefe8c98d1df4835640c74b,"['https://photos.renthop.com/2/6943685_e227b327f4f7ddc6a308f65c937bd6e8.jpg', 'https://photos.renthop.com/2/6943685_c0d098141bf10da2bc80f0beaa44033a.jpg', 'https://photos.renthop.com/2/6943685_02897ba50bd943ef7dc89cc7254992e3.jpg', 'https://photos.renthop.com/2/6943685_fab92b828abbc9a2e40eb6a2308e14c0.jpg', 'https://photos.renthop.com/2/6943685_fec93ec026b827d3ae05901977fb114e.jpg', 'https://photos.renthop.com/2/6943685_d5c35279899fef5511751d80b0f01208.jpg', 'https://photos.renthop.com/2/6943685_c904fab2e60be1ecce1e265af0bc3e35.jpg']",4900,360 West 34th Street
101824,1.0,1,3a956bd42c50f06ac84cf072fc514f5f,2016-04-02 05:28:05,"**AMAZING DEAL**XL 1 BR**LUX BUILDING**W/D IN UNIT**5 STAR AMENITIES*This building and apartment has it all! Inside ONE BEDROOM: Excessive square footage and open layouts Massive wrap around windows allowing tons of natural light to pour in VERY HIGH CEILINGS Custom BlindsKITCHEN: Renovated to a very modern and clean feel with fully equipped stainless steel appliances and beautiful cabinets for tons of storage needs both over head as well as under sink BATHROOM: European-style contemporary vanities with polished chrome handles, stone counter-tops, and generous storage in many units. Stone Baths VIEWS!!! : TONS OF PANORAMIC VIEWS...right outside your windows!!!**LOW FEE***<br /><br />LUXURY AMENITIES INCLUDE: Health ClubSwimming Pool Childrens Playroom FREE Tennis and Basketball courts Shuttle Buses to and from all major subway and bus lines!! Valet Parking On site retail Open for events ETC........!!!!!!<br /><br />STEPS away from:BRIGHT LIGHTS AND CITY LIFE!! Times Square and Broadway: unlimited shopping, restaurants, entertainment & nightlife!!!<br /><br />FOR A PRIVATE VIEWING CALL/TEXT ZACK ARK 574-766-3744 OR EMAIL kagglemanager@renthop.com ***THIS IS A MUST SEE UNIT ****<p><a  website_redacted ",W 42nd St.,"['Swimming Pool', 'Roof Deck', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Garden/Patio', 'Terrace', 'Laundry in Building', 'Laundry in Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space']",medium,40.7613,6815715,-73.9998,dbbb6b990661b1e507a387f019bcb1a0,"['https://photos.renthop.com/2/6815715_bfce31d3492929326772a827af6044c5.jpg', 'https://photos.renthop.com/2/6815715_79b481fb78e24bfd098da9209ab367e6.jpg', 'https://photos.renthop.com/2/6815715_10b8d4dad48b5ec1c58ce19b42abf465.jpg', 'https://photos.renthop.com/2/6815715_ed4d4663431ed2bd548606c8e4bcc0db.jpg', 'https://photos.renthop.com/2/6815715_fc9516f6361e99f02c793a0294152704.jpg', 'https://photos.renthop.com/2/6815715_cfa8315fa7222164f88cf89913b4694c.jpg', 'https://photos.renthop.com/2/6815715_3ff5c0ef2d04019002cbb3dfddc69e0a.jpg', 'https://photos.renthop.com/2/6815715_8fdc80b97fee40c6555d117c71c60b15.jpg']",2800,650 W 42nd St.
101826,2.0,4,38113ad58a685a6dabc8f89223396606,2016-04-05 04:39:46,"<center><strong><font color=#006600>- <u>NO FEE</u> -</FONT></strong><br><br><br/><br/><center><strong><font color=#3366CC><U>THE HIGH-RISE</u></font></strong>: </strong><br>24-Hr Doorman/Concierge; <strong>Swimming Pool; Fitness Center;</strong> Sauna; Bicycle Room; Garage; Garden; Laundry Room; Common Storage Room. <br><br><br/><br/><center><strong><font color=#3366CC><U>THE RESIDENCE</font></U></strong></font>: <br>OVERSIZED <strong>REAL 3BR</strong> convertible to 4BR. New kitchen with stainless steel appliances and marble countertops. Lots of Closets; Walk-in Closet. New wooded floors. Excellent southern view of the river and the city.<br><br><br/><br/><center>Utilities <strong><font color=#006600>INCLUDED</strong></font> in Rent - Cooking Gas, Heating &  Water.<br><br><br/><br/><center>For info on this and <u>ANY</u> available NYC apartments please contact Alex.",East 25th Street ,"['Cats Allowed', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Swimming Pool', 'Sauna', 'Sundeck', 'Yoga Classes', 'Dishwasher', 'Hardwood Floors']",low,40.7369,6825212,-73.979,8365f1154ced533439de202ebada41e2,"['https://photos.renthop.com/2/6825212_7bb7f150659ee1102a8ed18219078e68.jpg', 'https://photos.renthop.com/2/6825212_900304aea20fe589bc64e419547fa294.jpg', 'https://photos.renthop.com/2/6825212_39fcc4756398d20a6e5b193856f8d908.jpg', 'https://photos.renthop.com/2/6825212_ee7c2a24359ce3b64d18a861f8788cfa.jpg', 'https://photos.renthop.com/2/6825212_b16b121be8d36f9d0425084a9b073546.jpg', 'https://photos.renthop.com/2/6825212_f0f272805765998ccb1a213f0ed554f3.jpg', 'https://photos.renthop.com/2/6825212_02fcf3a6a0df1ffa55ec39fd696d0777.jpg', 'https://photos.renthop.com/2/6825212_7ff2c3fc38481cefd566f89813dcca76.jpg', 'https://photos.renthop.com/2/6825212_9ec7bee66691dd1a517389072e4782b2.jpg', 'https://photos.renthop.com/2/6825212_16c429e99b279c9644b8b309f8233e4d.jpg', 'https://photos.renthop.com/2/6825212_08297617a850b88c3aec9b3dfa33e702.jpg', 'https://photos.renthop.com/2/6825212_26b5a49f624a89434df221b476863bc4.jpg', 'https://photos.renthop.com/2/6825212_2d0b8cf1dc684a2da15067ad46db1091.jpg']",6000,396 East 25th Street 
101829,1.0,3,bb8658a3e432fb62a440615333376345,2016-04-19 10:29:24,"**NO FEE**IIMMEDIATE OCCUPANCY**FLEX 3Spacious studio / 1 bath  (3 Bedroom / 1 Bath etc.) located in Downtown Financial District. Enjoy the convenience of the amenities on site and premier resident services including concierge and valet, mind blowing views from the priceless rooftop lounge with outdoor terrace and take advantage of professionally-designed fitness center . Apartment features great design and thoughtful finishes such as hardwood flooring, custom countertops with backsplash, a top-of-the-line cook top and convection oven, and an elegant paneled refrigerator. Enjoy oversized windows as well as the convenience of a washer and dryer.Dishwasher, Washer/Dryer, 24hr Doorman, Concierge, Valet, Elevator, Garage, Fitness Center, Entertainment Lounge, Laundry Room, Outdoor TerraceTake a leisurely stroll through the South Street Seaport. Enjoy an outdoor brunchon historic Stone Street. Kick-back on the grass in Battery Park. However youenjoy spending your time, FiDi offers some of the best dining, shopping, parks,schools and recreation New York has to offer. FiDi has it all -- including the mostpublic transportation options in Manhattan.12 subway lines, buses, ferriesand taxis will take you where you need to go.", Washington street,"['Common Outdoor Space', 'Cats Allowed', 'Private Outdoor Space', 'Dogs Allowed', 'Parking Space', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building']",medium,40.7089,6896813,-74.0145,43fd90ca9d06dd61aa8f985e61f9a0c0,"['https://photos.renthop.com/2/6896813_3a33c59d1a06b673e423d0b5f701c596.jpg', 'https://photos.renthop.com/2/6896813_70ae10cb3e5b43a6ff9a756b29c1ff1f.jpg', 'https://photos.renthop.com/2/6896813_fd3c597fe1a0125b4d3eab3d526eb57e.jpg', 'https://photos.renthop.com/2/6896813_d41067d2fb6d8b9125f35d68b0dd24fd.jpg', 'https://photos.renthop.com/2/6896813_9f3a4a37aa753eed34232a349cfd6007.jpg', 'https://photos.renthop.com/2/6896813_c2369ca00a001a193b6972630fd4174b.jpg', 'https://photos.renthop.com/2/6896813_ddd70939245d501e9564edada8d168bf.jpg', 'https://photos.renthop.com/2/6896813_d350d65bf0215dd147e33627a1f134ce.jpg', 'https://photos.renthop.com/2/6896813_ae13e9fc6b4435b558a9df8cd24ffce4.jpg']",3600,90 Washington street
101830,1.0,2,a25dd9a268ad3909a06a042cfa94b64f,2016-04-10 02:14:21,"2 BR - Stainless Steel Appliances, Granite Countertops, Heat/Hot Water/Cooking Gas Included<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Polina Reed for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",Bradhurst Avenue,"['Elevator', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.8224,6851301,-73.9435,5baf5399ced8335c1346efd92e30331d,['https://photos.renthop.com/2/6851301_21349c18c861f61511f3d48012ec4aa2.jpg'],2556,30 Bradhurst Avenue
101832,1.0,1,f2a6548d4258a2071852da20b249562c,2016-04-13 02:12:15,"Spacious and renovated 1 bedroom at Manhattan East.Building is clean and well maintained featuring onsite super, Concierge Service, laundry, elevator and pet friendly and new gym.Manhattan East is comprised of ten adjacent, 6-story elevator buildings located in the fashionable Upper East Side neighborhood of Lenox Hill. Situated on the quiet, residential, double-width, tree-lined block between 2nd and 3rd Avenues, Manhattan East offers a variety of residences from studio to three-bedroom and duplex apartments. Most have been upgraded with granite kitchens, marble bathrooms, custom closets and other amenities. Some top floor apartments feature real wood-burning fireplaces and skylights. A convenient, centrally located laundry room accommodates all residents. Manhattan''s Upper East Side is renowned for its envied collection of classic boutiques, art cinemas, gourmet establishments and acclaimed restaurants. Bloomingdale''s is located just a few blocks south while the rest of the city and the Financial District are easily accessible from the IRT subway at 66th Street and Lexington Avenue.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Lisa Monteith for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",East 66th Street,"['Doorman', 'Elevator', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.7655,6863669,-73.9618,5ffb54c5bef2e82208466f52f8d49198,[],2750,223 East 66th Street
10184,1.0,1,6ce872b483cfcbb32ea805604d44ef5f,2016-06-22 04:51:27,"The largest residential building has hit the market for all tenants. This Enormous building offers you views, space and finishes no other building has yet to offer.<br /><br />This One Bedroom layout has breath taking water and city views, floor to ceilig windows,hardwood flooring, Open island granite kitchen, stainless steel appliances, marble tiled bath with washer/dryer.<br /><br />With endless amount of amenity space, this building has everything. Amenities include a state of the art fitness center with a view of the brooklyn bridge. 2 terraces with grills, outdoor seating, cabanas and picnic tables. Also a 50 foot pool with a skylight and wraparound terrace.<br /><br />Be the 1st to take a look at this elegant and modern masterpiece to hit the south Tribeca area. Call, text or email me at: (093-128-7324 or kagglemanager@renthop.com this is not the kind of apartment you are looking for and would like info on any other possibe available units either in the same building or others in the area feel free to contact me.<p><a  website_redacted ",Spruce St.,"['Loft', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'New Construction', 'Dogs Allowed', 'Cats Allowed']",low,40.7111,7199734,-74.0055,d6ca7517247f1327799c0ae1aa84df9d,"['https://photos.renthop.com/2/7199734_dccfee7f75589d08ab2e5d6ea51286c2.jpg', 'https://photos.renthop.com/2/7199734_72ba43518b029385bdab1dd7ee912015.jpg', 'https://photos.renthop.com/2/7199734_64ce5d7acd9f097d49bc452af069f967.jpg']",4195,8 Spruce St.
101846,1.0,0,b401b080b557697e91b2d19b5a22fac9,2016-04-11 02:52:24,"West Village studio featuring open kitchen, good closet space, nice natural light, hardwood floors. On the 3rd floor of an elevator building with laundry and live-in super.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",West 13th Street,"['Elevator', 'Laundry in Building']",low,40.7382,6855238,-74.0006,9d4e9396e7e256947ac6242aee963d88,"['https://photos.renthop.com/2/6855238_bc566c459c705e8ad1ba89f01fad5744.jpg', 'https://photos.renthop.com/2/6855238_2478ea8f2c9187806303fe40ab952415.jpg', 'https://photos.renthop.com/2/6855238_6c7ec3b1a2bfa842f672cf41091ea4a1.jpg', 'https://photos.renthop.com/2/6855238_7470caa92087ffcfc5916d15583b05f4.jpg', 'https://photos.renthop.com/2/6855238_de58a03f62fc68ee7c54feaa973943ca.jpg', 'https://photos.renthop.com/2/6855238_c26cb87fb8d5b023bef9b87309c57550.jpg']",2600,205 West 13th Street
101848,2.0,3,c94301249b8c09429d329864d58e5b82,2016-04-09 05:38:37,"Building Features & AmenitiesElevatorAttended LobbyConciergeFitness CenterIndoor PoolResidents LoungeChildren's PlayroomWiFi AccessOn-site GarageBilliardsWiFi AccessTenant Lounge with FireplaceClubhouse/ClubroomBicycle StorageLandscaped Roof DeckTerraceCourtyard/PlazaLandscaped GroundsPet policy: Pets OK , Dogs under 50 lbs and up to two catsFor more information and to schedule please contact  059-946-5840<br /><br />Floor to ceiling windowsAmazing closet spaceGreat views of East and Brooklyn<br /><br /><br /><br /><p><a  website_redacted ",Gold Street,"['Swimming Pool', 'Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Pre-War', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'New Construction', 'Dogs Allowed', 'Cats Allowed']",low,40.7074,6849856,-74.0069,ef015bf96d2c7f2d2923e65daedd0b33,"['https://photos.renthop.com/2/6849856_4a10556d5643a4985467eab8c03a4b03.jpg', 'https://photos.renthop.com/2/6849856_f354acf3bebb31503383ade55861ceec.jpg', 'https://photos.renthop.com/2/6849856_34e3b779104e672774cf5eb7bd296db2.jpg']",6275,2 Gold Street
